CUST_ID|CUST_FIRST_NAME|CUST_LAST_NAME|CUST_GENDER|CUST_YEAR_OF_BIRTH|CUST_MARITAL_STATUS|CUST_STREET_ADDRESS|CUST_POSTAL_CODE|CUST_CITY|CUST_CITY_ID|CUST_STATE_PROVINCE|CUST_STATE_PROVINCE_ID|COUNTRY_ID|CUST_MAIN_PHONE_NUMBER|CUST_INCOME_LEVEL|CUST_CREDIT_LIMIT|CUST_EMAIL|CUST_TOTAL|CUST_TOTAL_ID|CUST_SRC_ID|CUST_EFF_FROM|CUST_EFF_TO|CUST_VALID
22962|Dora|Eastwood|F|1935||77 West Beadle Avenue|49682|Waddinxveen|52490|Zuid-Holland|52771|52770|246-743-5820|E: 90,000 - 109,999|10000|Eastwood@company.com|Customer total|52772||01/01/98||I
26518|Dora|Eastwood|F|1940||87 Noble Avenue|55857|Pune|52114|Maharashtra|52660|52771|590-513-7814|E: 90,000 - 109,999|3000|Eastwood@company.com|Customer total|52772||01/01/98||I
30074|Dora|Eastwood|F|1939|married|87 South Chester Avenue|59200|Diss|51390|England - Norfolk|52591|52789|310-775-2175|E: 90,000 - 109,999|5000|Eastwood@company.com|Customer total|52772||01/01/98||I
33629|Dora|Eastwood|F|1960||97 West Randolph Avenue|59622|Nieuwegein|51983|Utrecht|52750|52770|169-468-5412|E: 90,000 - 109,999|10000|Eastwood@company.com|Customer total|52772||01/01/98||I
36296|Dora|Rice|F|1955||107 Hopkins Avenue|52229|Kyoto|51740|Kyoto|52640|52782|190-775-3942|E: 90,000 - 109,999|10000|Rice@company.com|Customer total|52772||01/01/98||I
39851|Dora|Rice|F|1957||107 North White Avenue|59622|Nieuwegein|51983|Utrecht|52750|52770|221-468-7536|E: 90,000 - 109,999|3000|Rice@company.com|Customer total|52772||01/01/98||I
43407|Dora|Rice|F|1952|married|117 West Los Robles Avenue|38643|Kitakyushu|51731|Fukuoka|52601|52782|674-313-9918|E: 90,000 - 109,999|5000|Rice@company.com|Customer total|52772||01/01/98||I
27269|Dora|Rice|F|1968||17 West Randolph Court|34077|Schimmert|52297|Limburg|52646|52770|442-313-6837|E: 90,000 - 109,999|10000|Rice@company.com|Customer total|52772||01/01/98||I
47185|Dora|Rice|F|1959||27 East Embarcadero Boulevard|72996|Scheveningen|52296|Zuid-Holland|52771|52770|158-398-7683|E: 90,000 - 109,999|3000|Rice@company.com|Customer total|52772||01/01/98||I
50740|Dora|Rice|F|1970|married|27 South Starr Boulevard|67644|Joinville|51698|Santa Catarina|52734|52775|465-676-8901|E: 90,000 - 109,999|5000|Rice@company.com|Customer total|52772||01/01/98||I
4296|Dora|Rice|F|1964||37 North Hopkins Street|83786|Nagoya|51971|Aichi|52543|52782|412-743-5808|E: 90,000 - 109,999|10000|Rice@company.com|Customer total|52772||01/01/98||A
7852|Dora|Rice|F|1981||47 East White Road|52773|Santos|52293|Sao Paulo|52735|52775|363-513-3080|E: 90,000 - 109,999|3000|Rice@company.com|Customer total|52772||01/01/98||I
11407|Dora|Rice|F|1950|married|57 Los Robles Drive|37400|Yokohama|52526|Kanagawa|52634|52782|181-775-2802|E: 90,000 - 109,999|5000|Rice@company.com|Customer total|52772||01/01/98||A
14963|Dora|Rice|F|1953||57 South Beadle Drive|71349|Haarlem|51644|Noord-Holland|52683|52770|577-468-1134|E: 90,000 - 109,999|10000|Rice@company.com|Customer total|52772||01/01/98||I
18518|Dora|Rice|F|1944||67 West Noble Avenue|55056|Bolton|51205|England - Greater Manchester|52590|52789|538-313-9896|E: 90,000 - 109,999|3000|Rice@company.com|Customer total|52772||01/01/98||I
8113|Dora|Rice|F|1949|married|7 South Chester Circle|55406|Hoofddorp|51669|Noord-Holland|52683|52770|241-468-5900|E: 90,000 - 109,999|5000|Rice@company.com|Customer total|52772||01/01/98||I
22073|Dora|Rice|F|1943|married|77 East Chester Avenue|81402|Lelystad|51793|Flevopolder|52599|52770|369-398-6418|E: 90,000 - 109,999|5000|Rice@company.com|Customer total|52772||01/01/98||I
25630|Dora|Rice|F|1946||77 South Randolph Avenue|41579|Enschede|51453|Overijssel|52692|52770|125-676-4395|E: 90,000 - 109,999|10000|Rice@company.com|Customer total|52772||01/01/98||I
29185|Dora|Rice|F|1942||87 North Embarcadero Avenue|49682|Waddinxveen|52490|Zuid-Holland|52771|52770|284-743-8226|E: 90,000 - 109,999|3000|Rice@company.com|Customer total|52772||01/01/98||I
32740|Dora|Rice|F|1980|married|97 East Starr Avenue|32144|Georgetown|51579|Penang|52700|52769|323-513-5740|E: 90,000 - 109,999|5000|Rice@company.com|Customer total|52772||01/01/98||I
38963|Dora|Sampson|F|1938||107 North Beadle Avenue|85145|Schoonoord|52299|Drenthe|52579|52770|349-513-7259|E: 90,000 - 109,999|10000|Sampson@company.com|Customer total|52772||01/01/98||I
42518|Dora|Sampson|F|1941||117 East Noble Avenue|42859|Assen|51074|Drenthe|52579|52770|571-775-3303|E: 90,000 - 109,999|3000|Sampson@company.com|Customer total|52772||01/01/98||I
18380|Dora|Sampson|F|1974|married|17 East Starr Court|40576|Wageningen|52492|Gelderland|52610|52770|591-775-7779|E: 90,000 - 109,999|5000|Sampson@company.com|Customer total|52772||01/01/98||I
46296|Dora|Sampson|F|1962||27 Hopkins Boulevard|89484|Bristol|51219|England - Avon|52588|52789|435-468-7011|E: 90,000 - 109,999|10000|Sampson@company.com|Customer total|52772||01/01/98||I
45193|Emmett|Chinn|M|1951|single|117 South Fairfield Avenue|85145|Schoonoord|52299|Drenthe|52579|52770|152-774-5615|H: 150,000 - 169,999|5000|Chinn@company.com|Customer total|52772||01/01/98||I
9580|Emmett|Chinn|M|1983|single|17 Williamson Court|52383|Lublin|51809|Lublin|52648|52786|158-553-5897|H: 150,000 - 169,999|5000|Chinn@company.com|Customer total|52772||01/01/98||I
45135|Emmett|Chinn|M|1958|single|17 South Macomb Court|92117|Oranjewoud|52037|Friesland|52600|52770|465-774-6472|H: 150,000 - 169,999|10000|Chinn@company.com|Customer total|52772||01/01/98||I
48972|Emmett|Chinn|M|1960|single|27 North Beltrami Boulevard|79119|Kerkrade|51726|Limburg|52646|52770|412-246-5282|H: 150,000 - 169,999|3000|Chinn@company.com|Customer total|52772||01/01/98||I
2528|Emmett|Chinn|M|1955|single|37 East Ocean Street|89484|Bristol|51219|England - Avon|52588|52789|363-419-4054|H: 150,000 - 169,999|5000|Chinn@company.com|Customer total|52772||01/01/98||A
6083|Emmett|Chinn|M|1961|single|47 Cibola Road|34077|Schimmert|52297|Limburg|52646|52770|181-295-6656|H: 150,000 - 169,999|10000|Chinn@company.com|Customer total|52772||01/01/98||I
9638|Emmett|Chinn|M|1949|single|47 North Rensselaer Road|53574|Almere|51057|Flevopolder|52599|52770|577-674-3297|H: 150,000 - 169,999|5000|Chinn@company.com|Customer total|52772||01/01/98||I
13194|Emmett|Chinn|M|1980|single|57 West Fairfield Drive|63488|Sydney|52334|New South Wales|52680|52774|538-149-8776|H: 150,000 - 169,999|5000|Chinn@company.com|Customer total|52772||01/01/98||I
16750|Emmett|Chinn|M|1981|single|67 Suffolk Avenue|66121|Zaanstad|52528|Noord-Holland|52683|52770|369-553-8964|H: 150,000 - 169,999|10000|Chinn@company.com|Customer total|52772||01/01/98||I
20305|Emmett|Chinn|M|1948|single|67 South Humacao Avenue|76836|Amersfoort|51062|Utrecht|52750|52770|125-774-8169|H: 150,000 - 169,999|5000|Chinn@company.com|Customer total|52772||01/01/98||I
23861|Emmett|Chinn|M|1957|single|77 West Williamson Avenue|37400|Yokohama|52526|Kanagawa|52634|52782|284-246-9268|H: 150,000 - 169,999|5000|Chinn@company.com|Customer total|52772||01/01/98||A
27416|Emmett|Chinn|M|1945|single|87 East Macomb Avenue|34800|Cochin Kochi|51337|Kerala|52636|52771|323-419-9817|H: 150,000 - 169,999|15000|Chinn@company.com|Customer total|52772||01/01/98||I
30971|Emmett|Chinn|M|1947|single|97 Beltrami Avenue|51291|Geleen|51577|Limburg|52646|52770|190-295-5550|H: 150,000 - 169,999|5000|Chinn@company.com|Customer total|52772||01/01/98||I
34528|Emmett|Chinn|M|1949|single|97 North Ocean Avenue|32099|Clifden|51331|Galway|52608|52772|221-674-1442|H: 150,000 - 169,999|7000|Chinn@company.com|Customer total|52772||01/01/98||I
38972|Emmett|Lusk|M|1972|single|107 North Beltrami Avenue|32144|Georgetown|51579|Penang|52700|52769|257-774-3477|H: 150,000 - 169,999|3000|Lusk@company.com|Customer total|52772||01/01/98||I
42527|Emmett|Lusk|M|1954|single|117 East Ocean Avenue|52229|Kyoto|51740|Kyoto|52640|52782|352-246-4912|H: 150,000 - 169,999|5000|Lusk@company.com|Customer total|52772||01/01/98||I
18469|Emmett|Lusk|M|1963|single|17 East Suffolk Court|60332|Ede|51442|Gelderland|52610|52770|548-246-5200|H: 150,000 - 169,999|10000|Lusk@company.com|Customer total|52772||01/01/98||I
46305|Emmett|Lusk|M|1982|single|27 Humacao Boulevard|55406|Hoofddorp|51669|Noord-Holland|52683|52770|449-419-8547|H: 150,000 - 169,999|3000|Lusk@company.com|Customer total|52772||01/01/98||I
49860|Emmett|Lusk|M|1948|single|27 North Williamson Boulevard|34077|Schimmert|52297|Limburg|52646|52770|281-295-5018|H: 150,000 - 169,999|7000|Lusk@company.com|Customer total|52772||01/01/98||I
3417|Emmett|Lusk|M|1969|single|37 West Macomb Street|72996|Scheveningen|52296|Zuid-Holland|52771|52770|172-674-3775|H: 150,000 - 169,999|10000|Lusk@company.com|Customer total|52772||01/01/98||I
6972|Emmett|Lusk|M|1985|single|47 East Beltrami Road|67644|Joinville|51698|Santa Catarina|52734|52775|343-149-1471|H: 150,000 - 169,999|3000|Lusk@company.com|Customer total|52772||01/01/98||I
10527|Emmett|Lusk|M|1947|single|47 South Ocean Road|83786|Nagoya|51971|Aichi|52543|52782|234-553-8264|H: 150,000 - 169,999|7000|Lusk@company.com|Customer total|52772||01/01/98||A
14083|Emmett|Lusk|M|1951|single|57 North Cibola Drive|52773|Santos|52293|Sao Paulo|52735|52775|544-774-2408|H: 150,000 - 169,999|10000|Lusk@company.com|Customer total|52772||01/01/98||I
17638|Emmett|Lusk|M|1976|single|67 East Rensselaer Avenue|37400|Yokohama|52526|Kanagawa|52634|52782|246-246-9744|H: 150,000 - 169,999|3000|Lusk@company.com|Customer total|52772||01/01/98||A
21194|Emmett|Lusk|M|1974|single|77 Fairfield Avenue|48907|Kampen|51716|Overijssel|52692|52770|590-419-3272|H: 150,000 - 169,999|5000|Lusk@company.com|Customer total|52772||01/01/98||I
24750|Emmett|Lusk|M|1946|single|77 North Suffolk Avenue|55056|Bolton|51205|England - Greater Manchester|52590|52789|310-295-3602|H: 150,000 - 169,999|15000|Lusk@company.com|Customer total|52772||01/01/98||I
28305|Emmett|Lusk|M|1948|single|87 West Humacao Avenue|81402|Lelystad|51793|Flevopolder|52599|52770|169-674-9762|H: 150,000 - 169,999|5000|Lusk@company.com|Customer total|52772||01/01/98||I
31860|Emmett|Lusk|M|1966|single|97 Williamson Avenue|41579|Enschede|51453|Overijssel|52692|52770|656-149-7607|H: 150,000 - 169,999|5000|Lusk@company.com|Customer total|52772||01/01/98||I
35416|Emmett|Lusk|M|1951|single|97 South Macomb Avenue|49682|Waddinxveen|52490|Zuid-Holland|52771|52770|271-553-7622|H: 150,000 - 169,999|10000|Lusk@company.com|Customer total|52772||01/01/98||I
36305|Emmett|Osborne|M|1950|single|107 Humacao Avenue|59200|Diss|51390|England - Norfolk|52591|52789|688-246-1227|H: 150,000 - 169,999|3000|Osborne@company.com|Customer total|52772||01/01/98||I
39860|Emmett|Osborne|M|1953|single|107 North Williamson Avenue|59622|Nieuwegein|51983|Utrecht|52750|52770|464-419-6967|H: 150,000 - 169,999|5000|Osborne@company.com|Customer total|52772||01/01/98||I
43416|Emmett|Osborne|M|1950|single|117 West Macomb Avenue|33626|Istanbul|51683|Istanbul|52624|52788|256-295-7639|H: 150,000 - 169,999|10000|Osborne@company.com|Customer total|52772||01/01/98||I
27358|Emmett|Osborne|M|1968|single|17 West Rensselaer Court|77287|Kuala Lumpur|51739|Kuala Lumpur|52639|52769|496-295-3896|H: 150,000 - 169,999|3000|Osborne@company.com|Customer total|52772||01/01/98||I
47194|Emmett|Osborne|M|1954|single|27 East Fairfield Boulevard|78247|Velp|52438|Gelderland|52610|52770|592-674-9975|H: 150,000 - 169,999|5000|Osborne@company.com|Customer total|52772||01/01/98||I
50749|Emmett|Osborne|M|1959|single|27 South Suffolk Boulevard|90285|Hyderabad|51673|Andhra Pradesh|52547|52771|491-149-6307|H: 150,000 - 169,999|10000|Osborne@company.com|Customer total|52772||01/01/98||I
4305|Emmett|Osborne|M|1986|single|37 North Humacao Street|73071|Alleppey|51054|Kerala|52636|52771|316-553-2854|H: 150,000 - 169,999|3000|Osborne@company.com|Customer total|52772||01/01/98||I
7861|Emmett|Osborne|M|1977|single|47 East Williamson Road|68054|Krakow|51737|Krakow|52638|52786|270-774-1409|H: 150,000 - 169,999|5000|Osborne@company.com|Customer total|52772||01/01/98||I
11416|Emmett|Osborne|M|1965|single|57 Macomb Drive|38878|Hilversum|51662|Noord-Holland|52683|52770|231-246-9562|H: 150,000 - 169,999|10000|Osborne@company.com|Customer total|52772||01/01/98||I
44315|Ethan|Nielley|M|1964||117 North Iredell Avenue|90135|Bad Neustadt|51155|Bayern|52561|52776|391-124-9284|G: 130,000 - 149,999|10000|Nielley@company.com|Customer total|52772||01/01/98||I
50802|Ethan|Nielley|M|1949||17 Big Horn Court|81680|Wuerzburg|52518|Bayern|52561|52776|293-256-1006|G: 130,000 - 149,999|15000|Nielley@company.com|Customer total|52772||01/01/98||I
36358|Ethan|Nielley|M|1975|single|17 North Oneida Court|84256|Strang|52329|NE|52666|52790|654-124-5718|G: 130,000 - 149,999|3000|Nielley@company.com|Customer total|52772||01/01/98||I
48094|Ethan|Nielley|M|1973|married|27 West Clearwater Boulevard|90953|Holyrood|51667|KS|52630|52790|610-722-1988|G: 130,000 - 149,999|5000|Nielley@company.com|Customer total|52772||01/01/98||I
1650|Ethan|Nielley|M|1943||37 Riverside Street|88252|Crownpoint|51346|IN|52621|52790|560-417-7803|G: 130,000 - 149,999|15000|Nielley@company.com|Customer total|52772||01/01/98||A
5205|Ethan|Nielley|M|1947|single|37 South Floyd Street|79783|Vass|52435|NC|52664|52790|662-660-4347|G: 130,000 - 149,999|5000|Nielley@company.com|Customer total|52772||01/01/98||A
8760|Ethan|Nielley|M|1965|married|47 West Swisher Road|34547|Hatfield|51652|WI|52760|52790|218-601-2730|G: 130,000 - 149,999|5000|Nielley@company.com|Customer total|52772||01/01/98||A
12317|Ethan|Nielley|M|1950||57 East Iredell Drive|40696|Atwood|51079|KS|52630|52790|519-365-1911|G: 130,000 - 149,999|10000|Nielley@company.com|Customer total|52772||01/01/98||I
15872|Ethan|Nielley|M|1971|single|57 South Worth Drive|72740|Toxey|52377|AL|52534|52790|327-256-8631|G: 130,000 - 149,999|3000|Nielley@company.com|Customer total|52772||01/01/98||I
19427|Ethan|Nielley|M|1953|married|67 North Marathon Avenue|39895|Darmstadt|51380|Hessen|52617|52776|288-124-5605|G: 130,000 - 149,999|5000|Nielley@company.com|Customer total|52772||01/01/98||I
22982|Ethan|Nielley|M|1974||77 West Big Horn Avenue|31685|Syracuse|52336|NE|52666|52790|222-722-6717|G: 130,000 - 149,999|10000|Nielley@company.com|Customer total|52772||01/01/98||I
26538|Ethan|Nielley|M|1967|single|87 Oneida Avenue|39444|Aalborg|51041|North Jutland|52685|52777|675-417-9231|G: 130,000 - 149,999|3000|Nielley@company.com|Customer total|52772||01/01/98||I
30094|Ethan|Nielley|M|1951|married|87 South Clearwater Avenue|46744|Weissport|52501|PA|52693|52790|183-660-6411|G: 130,000 - 149,999|5000|Nielley@company.com|Customer total|52772||01/01/98||I
33649|Ethan|Nielley|M|1958||97 West Riverside Avenue|78438|Wiesbaden|52510|Hessen|52617|52776|129-601-1129|G: 130,000 - 149,999|10000|Nielley@company.com|Customer total|52772||01/01/98||I
37206|Eugene|Aldridge|M|1956||107 East Foothill Avenue|56778|Birch Run|51190|MI|52654|52790|498-378-7851|F: 110,000 - 129,999|7000|Aldridge@company.com|Customer total|52772||01/01/98||I
40761|Eugene|Aldridge|M|1958|single|107 South Tahoe Avenue|69205|St. Didier|52323|Brittany|52565|52779|636-237-5117|F: 110,000 - 129,999|9000|Aldridge@company.com|Customer total|52772||01/01/98||I
44316|Eugene|Aldridge|M|1953|married|117 North Iron Avenue|67373|Frederikshavn|51520|North Jutland|52685|52777|569-742-8997|F: 110,000 - 129,999|1500|Aldridge@company.com|Customer total|52772||01/01/98||I
50813|Eugene|Aldridge|M|1950|married|17 Bingham Court|37347|Strasbourg|52330|Alsace|52546|52779|470-237-8807|F: 110,000 - 129,999|1500|Aldridge@company.com|Customer total|52772||01/01/98||I
36369|Eugene|Aldridge|M|1969||17 North Onondaga Court|84256|Strang|52329|NE|52666|52790|289-742-8949|F: 110,000 - 129,999|7000|Aldridge@company.com|Customer total|52772||01/01/98||I
48095|Eugene|Aldridge|M|1960|single|27 West Clinton Boulevard|52442|Leipzig|51792|Sachsen|52731|52776|121-337-2321|F: 110,000 - 129,999|9000|Aldridge@company.com|Customer total|52772||01/01/98||I
1651|Eugene|Aldridge|M|1971|married|37 Roane Street|49708|Baziege|51172|Midi-Pyrenees|52663|52779|297-760-4981|F: 110,000 - 129,999|1500|Aldridge@company.com|Customer total|52772||01/01/98||I
5206|Eugene|Aldridge|M|1965||37 South Foothill Street|80202|Birchwood|51191|TN|52744|52790|503-242-1292|F: 110,000 - 129,999|7000|Aldridge@company.com|Customer total|52772||01/01/98||A
8761|Eugene|Aldridge|M|1982|single|47 West Tahoe Road|64150|Berchtesgaden|51179|Bayern|52561|52776|411-637-3779|F: 110,000 - 129,999|9000|Aldridge@company.com|Customer total|52772||01/01/98||I
12318|Eugene|Aldridge|M|1951|married|57 East Iron Drive|40696|Atwood|51079|KS|52630|52790|563-378-3869|F: 110,000 - 129,999|1500|Aldridge@company.com|Customer total|52772||01/01/98||I
15873|Eugene|Aldridge|M|1954||57 South Wright Drive|47737|Roseville, MN|52173|MN|52656|52790|399-237-1591|F: 110,000 - 129,999|7000|Aldridge@company.com|Customer total|52772||01/01/98||I
19428|Eugene|Aldridge|M|1947|single|67 North Maries Avenue|39895|Darmstadt|51380|Hessen|52617|52776|681-742-3683|F: 110,000 - 129,999|9000|Aldridge@company.com|Customer total|52772||01/01/98||I
22983|Eugene|Aldridge|M|1945|married|77 West Bingham Avenue|89153|Celle|51320|Niedersachsen|52681|52776|556-337-2901|F: 110,000 - 129,999|1500|Aldridge@company.com|Customer total|52772||01/01/98||I
26539|Eugene|Aldridge|M|1949||87 Onondaga Avenue|39444|Aalborg|51041|North Jutland|52685|52777|444-760-1745|F: 110,000 - 129,999|7000|Aldridge@company.com|Customer total|52772||01/01/98||I
30095|Eugene|Aldridge|M|1945|single|87 South Clinton Avenue|49913|Dresden|51397|Sachsen|52731|52776|276-242-5024|F: 110,000 - 129,999|9000|Aldridge@company.com|Customer total|52772||01/01/98||I
33650|Eugene|Aldridge|M|1981|married|97 West Roane Avenue|78438|Wiesbaden|52510|Hessen|52617|52776|119-637-3735|F: 110,000 - 129,999|1500|Aldridge@company.com|Customer total|52772||01/01/98||I
36317|Eugene|Calahan|M|1968|married|107 Iron Avenue|58941|Koblenz|51734|Rheinland-Pfalz|52710|52776|511-242-9302|F: 110,000 - 129,999|1500|Calahan@company.com|Customer total|52772||01/01/98||I
39872|Eugene|Calahan|M|1942||107 North Wright Avenue|81853|Mandelieu la Napoule|51897|Provence-Alpes-Cote d'Azur|52701|52779|663-637-5056|F: 110,000 - 129,999|7000|Calahan@company.com|Customer total|52772||01/01/98||I
43428|Eugene|Calahan|M|1944|single|117 West Maries Avenue|51815|Canaseraga|51308|NY|52679|52790|552-378-5983|F: 110,000 - 129,999|9000|Calahan@company.com|Customer total|52772||01/01/98||I
27480|Eugene|Calahan|M|1975|married|17 West Roane Court|47876|Bordeaux|51208|Aquitaine|52548|52779|191-378-6435|F: 110,000 - 129,999|1500|Calahan@company.com|Customer total|52772||01/01/98||I
47206|Eugene|Calahan|M|1963||27 East Foothill Boulevard|36830|Locust Valley|51803|NY|52679|52790|691-237-4872|F: 110,000 - 129,999|7000|Calahan@company.com|Customer total|52772||01/01/98||I
50761|Eugene|Calahan|M|1938|single|27 South Tahoe Boulevard|31012|Kaiserslautern|51715|Rheinland-Pfalz|52710|52776|259-742-4826|F: 110,000 - 129,999|9000|Calahan@company.com|Customer total|52772||01/01/98||I
4317|Eugene|Calahan|M|1976|married|37 North Iron Street|60994|Elba|51447|MN|52656|52790|314-337-7309|F: 110,000 - 129,999|1500|Calahan@company.com|Customer total|52772||01/01/98||A
7873|Eugene|Calahan|M|1946||47 East Wright Road|61675|Vanleer|52434|TN|52744|52790|680-760-8464|F: 110,000 - 129,999|7000|Calahan@company.com|Customer total|52772||01/01/98||A
31840|Dina|Obrien|F|1954|married|97 Waukesha Avenue|65910|Great Yarmouth|51590|England - Norfolk|52591|52789|644-600-9547|E: 90,000 - 109,999|5000|Obrien@company.com|Customer total|52772||01/01/98||I
35396|Dina|Obrien|F|1933||97 South Lewis Avenue|74793|Lunel|51812|Languedoc-Roussillon|52645|52779|189-228-3969|E: 90,000 - 109,999|10000|Obrien@company.com|Customer total|52772||01/01/98||I
38953|Dinah|Driscoll|F|1955|single|107 North Bath Avenue|69776|Hiseville|51663|KY|52632|52790|230-663-2248|I: 170,000 - 189,999|7000|Driscoll@company.com|Customer total|52772||01/01/98||I
42508|Dinah|Driscoll|F|1954|single|117 East Nassau Avenue|86319|Salamanca|52286|Salamanca|52733|52778|630-297-7898|I: 170,000 - 189,999|9000|Driscoll@company.com|Customer total|52772||01/01/98||I
18280|Dinah|Driscoll|F|1967|single|17 East Somerset Court|66437|Asten|51075|Noord-Brabant|52682|52770|309-297-2200|I: 170,000 - 189,999|1500|Driscoll@company.com|Customer total|52772||01/01/98||I
46286|Dinah|Driscoll|F|1952|single|27 Hidalgo Boulevard|43505|Valencia|52430|Valencia|52755|52778|404-515-7396|I: 170,000 - 189,999|7000|Driscoll@company.com|Customer total|52772||01/01/98||I
49841|Dinah|Driscoll|F|1973|single|27 North Weber Boulevard|87340|Oxford|52041|England - Oxfordshire|52592|52789|279-642-7604|I: 170,000 - 189,999|9000|Driscoll@company.com|Customer total|52772||01/01/98||I
3398|Dinah|Driscoll|F|1955|single|37 West Licking Street|56851|Beemster|51174|Noord-Holland|52683|52770|403-768-1611|I: 170,000 - 189,999|1500|Driscoll@company.com|Customer total|52772||01/01/98||I
6953|Dinah|Driscoll|F|1976|single|47 East Bath Road|31583|Didcot|51386|England - Oxfordshire|52592|52789|541-358-7781|I: 170,000 - 189,999|7000|Driscoll@company.com|Customer total|52772||01/01/98||I
10508|Dinah|Driscoll|F|1969|single|47 South Nassau Road|50385|Wakefield|52493|England - West Yorkshire|52594|52789|558-497-9552|I: 170,000 - 189,999|9000|Driscoll@company.com|Customer total|52772||01/01/98||I
14064|Dinah|Driscoll|F|1957|single|57 North Champaign Drive|34216|Murnau|51934|Bayern|52561|52776|263-663-3892|I: 170,000 - 189,999|1500|Driscoll@company.com|Customer total|52772||01/01/98||I
17619|Dinah|Driscoll|F|1960|single|67 East Pueblo Avenue|61189|Evinston|51459|FL|52595|52790|524-297-7787|I: 170,000 - 189,999|7000|Driscoll@company.com|Customer total|52772||01/01/98||I
21175|Dinah|Driscoll|F|1987|single|77 Dunn Avenue|48346|Noma|51985|FL|52595|52790|570-515-1097|I: 170,000 - 189,999|9000|Driscoll@company.com|Customer total|52772||01/01/98||I
24731|Dinah|Driscoll|F|1978|single|77 North Somerset Avenue|59411|Henley-on-Thames|51659|England - Oxfordshire|52592|52789|103-642-4923|I: 170,000 - 189,999|1500|Driscoll@company.com|Customer total|52772||01/01/98||I
28286|Dinah|Driscoll|F|1966|single|87 West Hidalgo Avenue|85858|Karlsruhe|51718|Baden-Wuerttemberg|52559|52776|454-768-4237|I: 170,000 - 189,999|7000|Driscoll@company.com|Customer total|52772||01/01/98||I
31841|Dinah|Driscoll|F|1950|single|97 Weber Avenue|65910|Great Yarmouth|51590|England - Norfolk|52591|52789|526-358-9298|I: 170,000 - 189,999|9000|Driscoll@company.com|Customer total|52772||01/01/98||I
35397|Dinah|Driscoll|F|1979|single|97 South Licking Avenue|74793|Lunel|51812|Languedoc-Roussillon|52645|52779|155-497-9801|I: 170,000 - 189,999|1500|Driscoll@company.com|Customer total|52772||01/01/98||I
36286|Dinah|Grimshaw|F|1968|single|107 Hidalgo Avenue|39318|Torrevieja|52374|Alicante|52544|52778|304-297-6414|I: 170,000 - 189,999|7000|Grimshaw@company.com|Customer total|52772||01/01/98||I
39841|Dinah|Grimshaw|F|1985|single|107 North Weber Avenue|76625|Abingdon|51043|England - Oxfordshire|52592|52789|459-515-7485|I: 170,000 - 189,999|9000|Grimshaw@company.com|Customer total|52772||01/01/98||I
43397|Dinah|Grimshaw|F|1954|single|117 West Licking Avenue|78371|Inverness|51681|Scotland - Highlands and Islands|52737|52789|252-642-9775|I: 170,000 - 189,999|1500|Grimshaw@company.com|Customer total|52772||01/01/98||I
27169|Dinah|Grimshaw|F|1980|single|17 West Pueblo Court|63736|Killarney|51728|Kerry|52637|52772|523-642-1476|I: 170,000 - 189,999|7000|Grimshaw@company.com|Customer total|52772||01/01/98||I
47175|Dinah|Grimshaw|F|1951|single|27 East Dunn Boulevard|38432|Solingen|52319|Nordrhein-Westfalen|52684|52776|147-768-7853|I: 170,000 - 189,999|9000|Grimshaw@company.com|Customer total|52772||01/01/98||I
50730|Dinah|Grimshaw|F|1955|single|27 South Somerset Boulevard|41847|Edgewood|51443|KY|52632|52790|578-358-6805|I: 170,000 - 189,999|1500|Grimshaw@company.com|Customer total|52772||01/01/98||I
4286|Dinah|Grimshaw|F|1952|single|37 North Hidalgo Street|51080|Stein|52325|Limburg|52646|52770|492-497-8188|I: 170,000 - 189,999|7000|Grimshaw@company.com|Customer total|52772||01/01/98||I
7842|Dinah|Grimshaw|F|1965|single|47 East Weber Road|55296|Clifton|51332|England - Avon|52588|52789|373-663-6474|I: 170,000 - 189,999|9000|Grimshaw@company.com|Customer total|52772||01/01/98||I
11397|Dinah|Grimshaw|F|1971|single|57 Licking Drive|72860|Koeln|51735|Nordrhein-Westfalen|52684|52776|164-297-7840|I: 170,000 - 189,999|1500|Grimshaw@company.com|Customer total|52772||01/01/98||I
14953|Dinah|Grimshaw|F|1954|single|57 South Bath Drive|48346|Noma|51985|FL|52595|52790|589-515-6029|I: 170,000 - 189,999|7000|Grimshaw@company.com|Customer total|52772||01/01/98||I
18508|Dinah|Grimshaw|F|1953|single|67 West Nassau Avenue|59411|Henley-on-Thames|51659|England - Oxfordshire|52592|52789|625-642-3343|I: 170,000 - 189,999|9000|Grimshaw@company.com|Customer total|52772||01/01/98||I
7113|Dinah|Grimshaw|F|1952|married|7 South Champaign Circle|67843|Arbuckle|51069|CA|52567|52790|473-515-7160|I: 170,000 - 189,999|3000|Grimshaw@company.com|Customer total|52772||01/01/98||A
22063|Dinah|Grimshaw|F|1953|single|77 East Champaign Avenue|85858|Karlsruhe|51718|Baden-Wuerttemberg|52559|52776|439-768-1807|I: 170,000 - 189,999|1500|Grimshaw@company.com|Customer total|52772||01/01/98||I
25620|Dinah|Grimshaw|F|1972|single|77 South Pueblo Avenue|65910|Great Yarmouth|51590|England - Norfolk|52591|52789|593-358-5268|I: 170,000 - 189,999|7000|Grimshaw@company.com|Customer total|52772||01/01/98||I
